id,item_id,dept_id,cat_id,store_id,state_id,date,d,wm_yr_wk,wday,month,year,is_weekend,snap_CA,snap_TX,snap_WI,sell_price,sales
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-10,d_13,201106,4,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-11,d_14,201106,5,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-12,d_15,201106,6,2,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-13,d_16,201106,7,2,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-14,d_17,201107,1,2,2011,0,0,0,0,12.2,5
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-15,d_18,201107,2,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-16,d_19,201107,3,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-17,d_20,201107,4,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-18,d_21,201107,5,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-19,d_22,201107,6,2,2011,1,0,0,0,14.35,3
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-20,d_23,201107,7,2,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-21,d_24,201108,1,2,2011,0,0,0,0,14.35,1
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-22,d_25,201108,2,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-23,d_26,201108,3,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-24,d_27,201108,4,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-25,d_28,201108,5,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-26,d_29,201108,6,2,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-27,d_30,201108,7,2,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-02-28,d_31,201109,1,2,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-01,d_32,201109,2,3,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-02,d_33,201109,3,3,2011,0,0,0,1,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-03,d_34,201109,4,3,2011,0,0,0,1,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-04,d_35,201109,5,3,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-05,d_36,201109,6,3,2011,1,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-06,d_37,201109,7,3,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-07,d_38,201110,1,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-08,d_39,201110,2,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-09,d_40,201110,3,3,2011,0,0,0,0,14.35,6
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-10,d_41,201110,4,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-11,d_42,201110,5,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-12,d_43,201110,6,3,2011,1,0,0,0,14.35,2
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-13,d_44,201110,7,3,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-14,d_45,201111,1,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-15,d_46,201111,2,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-16,d_47,201111,3,3,2011,0,0,0,0,12.2,3
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-17,d_48,201111,4,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-18,d_49,201111,5,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-19,d_50,201111,6,3,2011,1,0,0,0,14.35,3
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-20,d_51,201111,7,3,2011,1,0,0,0,12.2,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-21,d_52,201112,1,3,2011,0,0,0,0,14.35,1
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-22,d_53,201112,2,3,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-23,d_54,201112,3,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-24,d_55,201112,4,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-25,d_56,201112,5,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-26,d_57,201112,6,3,2011,1,0,0,0,14.35,1
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-27,d_58,201112,7,3,2011,1,0,0,0,12.2,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-28,d_59,201113,1,3,2011,0,0,0,0,12.2,7
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-29,d_60,201113,2,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-30,d_61,201113,3,3,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-03-31,d_62,201113,4,3,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-01,d_63,201113,5,4,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-02,d_64,201113,6,4,2011,1,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-03,d_65,201113,7,4,2011,1,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-04,d_66,201114,1,4,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-05,d_67,201114,2,4,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-06,d_68,201114,3,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-07,d_69,201114,4,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-08,d_70,201114,5,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-09,d_71,201114,6,4,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-10,d_72,201114,7,4,2011,1,0,0,0,14.35,6
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-11,d_73,201115,1,4,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-12,d_74,201115,2,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-13,d_75,201115,3,4,2011,0,0,0,0,14.35,2
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-14,d_76,201115,4,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-15,d_77,201115,5,4,2011,0,0,0,0,14.35,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-16,d_78,201115,6,4,2011,1,0,0,0,14.35,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-17,d_79,201115,7,4,2011,1,0,0,0,14.35,9
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-18,d_80,201116,1,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-19,d_81,201116,2,4,2011,0,0,0,0,14.35,2
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-20,d_82,201116,3,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-21,d_83,201116,4,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-22,d_84,201116,5,4,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-23,d_85,201116,6,4,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-24,d_86,201116,7,4,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-25,d_87,201117,1,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-26,d_88,201117,2,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-27,d_89,201117,3,4,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-28,d_90,201117,4,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-29,d_91,201117,5,4,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-04-30,d_92,201117,6,4,2011,1,0,0,0,12.2,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-01,d_93,201117,7,5,2011,1,0,0,1,14.35,3
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-02,d_94,201118,1,5,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-03,d_95,201118,2,5,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-04,d_96,201118,3,5,2011,0,0,0,1,14.35,3
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-05,d_97,201118,4,5,2011,0,0,0,1,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-06,d_98,201118,5,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-07,d_99,201118,6,5,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-08,d_100,201118,7,5,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-09,d_101,201119,1,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-10,d_102,201119,2,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-11,d_103,201119,3,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-12,d_104,201119,4,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-13,d_105,201119,5,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-14,d_106,201119,6,5,2011,1,0,0,0,14.35,1
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-15,d_107,201119,7,5,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-16,d_108,201120,1,5,2011,0,0,0,0,14.35,5
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-17,d_109,201120,2,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-18,d_110,201120,3,5,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-19,d_111,201120,4,5,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-20,d_112,201120,5,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-21,d_113,201120,6,5,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-22,d_114,201120,7,5,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-23,d_115,201121,1,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-24,d_116,201121,2,5,2011,0,0,0,0,14.35,3
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-25,d_117,201121,3,5,2011,0,0,0,0,14.35,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-26,d_118,201121,4,5,2011,0,0,0,0,14.35,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-27,d_119,201121,5,5,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-28,d_120,201121,6,5,2011,1,0,0,0,14.35,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-29,d_121,201121,7,5,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-30,d_122,201122,1,5,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-05-31,d_123,201122,2,5,2011,0,0,0,0,14.35,2
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-01,d_124,201122,3,6,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-02,d_125,201122,4,6,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-03,d_126,201122,5,6,2011,0,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-04,d_127,201122,6,6,2011,1,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-05,d_128,201122,7,6,2011,1,0,0,1,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-06,d_129,201123,1,6,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-07,d_130,201123,2,6,2011,0,0,0,0,12.2,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-08,d_131,201123,3,6,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-09,d_132,201123,4,6,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-10,d_133,201123,5,6,2011,0,0,0,0,14.35,4
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-11,d_134,201123,6,6,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-12,d_135,201123,7,6,2011,1,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-13,d_136,201124,1,6,2011,0,0,0,0,14.35,0
HOUSEHOLD_1_000_WI_1_validation,HOUSEHOLD_1_000,HOUSEHOLD_1,HOUSEHOLD,WI_1,WI,2011-06-14,d_137,201124,2,6,2011,0,0,0,0,14.35,0
