id,item_id,dept_id,cat_id,store_id,state_id,date,d,wm_yr_wk,wday,month,year,is_weekend,snap_CA,snap_TX,snap_WI,sell_price,sales,day_of_month,day_of_week,quarter,is_month_start,is_month_end,rolling_max_price,price_discount_pct,is_on_sale,price_ratio_vs_category,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,ewma_7,has_sale,active_days_ratio_14d,predicted_sales,reconciled_sales
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-14,d_351,201202,6,1,2012,1,0,0,0,9.95,0,14,5,1,0,0,9.95,0.0,0,1.4674485567806728,0.0,0.0,0.0,1.5714285714285714,1.902379462422684,0.8928571428571429,1.4488638132020384,1.514379704516608,0,0.42857142857142855,1.176828812715074,1.18
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-15,d_352,201202,7,1,2012,1,0,0,0,9.95,0,15,6,1,0,0,9.95,0.0,0,1.4674485567806728,4.0,0.0,0.0,2.142857142857143,1.9518001458970664,1.0357142857142858,1.551155909663712,2.1357847783874564,0,0.42857142857142855,1.3733997613405533,1.37
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-16,d_353,201203,1,1,2012,0,0,0,0,9.95,4,16,0,1,0,0,9.95,0.0,0,1.453026123641084,0.0,3.0,1.0,1.7142857142857142,2.0586634591635513,1.0357142857142858,1.551155909663712,1.6018385837905922,1,0.42857142857142855,1.2107355891548663,1.21
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-17,d_354,201203,2,1,2012,0,0,0,0,9.95,0,17,1,1,0,0,9.95,0.0,0,1.453026123641084,6.0,1.0,1.0,2.4285714285714284,2.5727509827123995,1.25,1.7976321874848264,2.7013789378429443,0,0.42857142857142855,1.249926761343448,1.25
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-18,d_355,201203,3,1,2012,0,0,0,0,9.95,0,18,2,1,0,0,9.95,0.0,0,1.453026123641084,0.0,0.0,0.0,2.4285714285714284,2.5727509827123995,1.25,1.7976321874848264,2.026034203382208,0,0.35714285714285715,1.1079152748573329,1.11
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-19,d_356,201203,4,1,2012,0,0,0,0,8.46,0,19,3,1,0,0,9.95,14.974874371859281,1,1.2354372870355348,0.0,2.0,0.0,2.142857142857143,2.734262327610589,1.1428571428571428,1.7787695646207702,1.519525652536656,0,0.35714285714285715,1.2969247363277208,1.3
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-20,d_357,201203,5,1,2012,0,0,0,0,9.95,2,20,4,1,0,0,9.95,0.0,0,1.453026123641084,0.0,5.0,3.0,1.4285714285714286,2.507132682112035,1.0714285714285714,1.783225779281519,1.139644239402492,1,0.2857142857142857,1.0583251717477733,1.06
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-21,d_358,201203,6,1,2012,1,0,0,0,9.95,0,21,5,1,0,0,9.95,0.0,0,1.453026123641084,0.0,0.0,0.0,1.4285714285714286,2.507132682112035,1.0714285714285714,1.783225779281519,0.8547331795518689,0,0.2857142857142857,1.4823165248512038,1.48
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-22,d_359,201203,7,1,2012,1,0,0,0,9.95,4,22,6,1,0,0,9.95,0.0,0,1.453026123641084,0.0,4.0,4.0,0.8571428571428571,2.267786838055364,1.0714285714285714,1.783225779281519,0.6410498846639016,1,0.2857142857142857,1.151046466732007,1.15
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-23,d_360,201204,1,1,2012,0,0,0,0,9.95,0,23,0,1,0,0,9.95,0.0,0,1.4637136319058517,4.0,0.0,0.0,1.4285714285714286,2.507132682112035,1.1785714285714286,1.8669359216239148,1.4807874134979262,0,0.2857142857142857,1.076905554300627,1.08
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-24,d_361,201204,2,1,2012,0,0,0,0,9.95,0,24,1,1,0,0,9.95,0.0,0,1.4637136319058517,0.0,6.0,0.0,0.5714285714285714,1.5118578920369101,1.1428571428571428,1.8799977485070387,1.1105905601234445,0,0.2857142857142857,1.0488527956496927,1.05
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-25,d_362,201204,3,1,2012,0,0,0,0,9.95,0,25,2,1,0,0,9.95,0.0,0,1.4637136319058517,0.0,0.0,0.0,0.5714285714285714,1.5118578920369101,1.1428571428571428,1.8799977485070387,0.8329429200925833,0,0.21428571428571427,0.9549830515985843,0.95
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-26,d_363,201204,4,1,2012,0,0,0,0,8.46,1,26,3,1,0,0,9.95,14.974874371859281,1,1.2445243543641715,0.0,0.0,0.0,0.5714285714285714,1.5118578920369101,1.1428571428571428,1.8799977485070387,0.6247071900694374,1,0.21428571428571427,1.0571210255829249,1.06
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-27,d_364,201204,5,1,2012,0,0,0,0,9.95,0,27,4,1,0,0,9.95,0.0,0,1.4637136319058517,2.0,0.0,0.0,0.8571428571428571,1.573591584938887,1.1071428571428572,1.8527114407105287,0.9685303925520782,0,0.2857142857142857,1.054034844889089,1.05
FOODS_3_008_CA_1_validation,FOODS_3_008,FOODS_3,FOODS,CA_1,CA,2012-01-28,d_365,201204,6,1,2012,1,0,0,0,9.95,0,28,5,1,0,0,9.95,0.0,0,1.4637136319058517,0.0,0.0,0.0,0.8571428571428571,1.573591584938887,1.1071428571428572,1.8527114407105287,0.7263977944140585,0,0.2857142857142857,1.2943738309879869,1.29
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-01,d_338,201252,7,1,2012,1,1,0,0,7.73,8,1,6,1,1,0,7.73,0.0,0,1.186593893910967,1.0,1.0,0.0,1.8571428571428572,3.0783421635988555,1.25,1.9743728493240962,2.2654011816903488,1,0.5,1.3811049513583114,1.38
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-02,d_339,201201,1,1,2012,0,1,0,0,7.73,0,2,0,1,0,0,7.73,0.0,0,1.115593430004811,2.0,0.0,0.0,2.142857142857143,2.9680841985233197,1.3214285714285714,1.9636242272441304,2.1990508862677616,0,0.5,1.2791793618616727,1.28
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-03,d_340,201201,2,1,2012,0,1,0,0,7.73,2,3,1,1,0,0,7.73,0.0,0,1.115593430004811,0.0,0.0,0.0,2.142857142857143,2.9680841985233197,1.1785714285714286,1.9061998540546283,1.649288164700821,1,0.5,1.1676927683329734,1.17
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-04,d_341,201201,3,1,2012,0,1,0,0,7.73,0,4,2,1,0,0,7.73,0.0,0,1.115593430004811,4.0,4.0,2.0,2.142857142857143,2.9680841985233197,1.3214285714285714,1.9636242272441304,2.2369661235256157,0,0.5714285714285714,1.368036151409757,1.37
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-05,d_342,201201,4,1,2012,0,1,0,0,7.73,1,5,3,1,0,0,7.73,0.0,0,1.115593430004811,0.0,0.0,0.0,2.142857142857143,2.9680841985233197,1.25,1.9743728493240962,1.6777245926442117,1,0.5,1.2876526270100621,1.29
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-06,d_343,201201,5,1,2012,0,1,0,0,7.73,0,6,4,1,0,0,7.73,0.0,0,1.115593430004811,1.0,0.0,0.0,2.2857142857142856,2.8702082220799325,1.25,1.9743728493240962,1.5082934444831588,0,0.5714285714285714,1.3113221872521887,1.31
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-07,d_344,201201,6,1,2012,1,1,0,0,7.73,3,7,5,1,0,0,7.73,0.0,0,1.115593430004811,0.0,8.0,2.0,1.1428571428571428,1.4638501094228027,1.25,1.9743728493240962,1.131220083362369,1,0.5714285714285714,1.5996079771716734,1.6
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-08,d_345,201201,7,1,2012,1,1,0,0,7.73,0,8,6,1,0,0,7.73,0.0,0,1.115593430004811,8.0,1.0,2.0,2.142857142857143,2.96808419852332,1.5357142857142858,2.333049869403073,2.848415062521777,0,0.5714285714285714,1.670141551103573,1.67
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-09,d_346,201202,1,1,2012,0,1,0,0,7.73,0,9,0,1,0,0,7.73,0.0,0,1.1400379240115177,0.0,2.0,0.0,1.8571428571428572,3.0783421635988564,1.5357142857142858,2.333049869403073,2.1363112968913325,0,0.5,1.1797377412583603,1.18
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-10,d_347,201202,2,1,2012,0,1,0,0,7.73,0,10,1,1,0,0,7.73,0.0,0,1.1400379240115177,2.0,0.0,0.0,2.142857142857143,2.96808419852332,1.6071428571428572,2.3148359787392305,2.1022334726684995,0,0.42857142857142855,1.1531342236202509,1.15
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-11,d_348,201202,3,1,2012,0,0,0,0,7.73,0,11,2,1,0,0,7.73,0.0,0,1.1400379240115177,0.0,4.0,0.0,1.5714285714285714,2.93582145558064,1.5357142857142858,2.333049869403073,1.5766751045013745,0,0.42857142857142855,1.1255588336649711,1.13
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-12,d_349,201202,4,1,2012,0,0,0,0,6.57,0,12,3,1,0,0,7.73,15.006468305304011,1,0.9689584942762834,1.0,0.0,5.0,1.7142857142857142,2.870208222079933,1.5714285714285714,2.3162640965743453,1.4325063283760306,0,0.35714285714285715,0.9492908282434647,0.95
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-13,d_350,201202,5,1,2012,0,0,0,0,7.73,0,13,4,1,0,0,7.73,0.0,0,1.1400379240115177,0.0,1.0,0.0,1.5714285714285714,2.93582145558064,1.5714285714285714,2.3162640965743453,1.0743797462820228,0,0.35714285714285715,0.99791239049927,1.0
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-14,d_351,201202,6,1,2012,1,0,0,0,7.73,0,14,5,1,0,0,7.73,0.0,0,1.1400379240115177,3.0,0.0,3.0,2.0,2.886751345948131,1.6071428571428572,2.330780916890235,1.5557848097115174,0,0.2857142857142857,1.3787175367473539,1.38
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-15,d_352,201202,7,1,2012,1,0,0,0,7.73,4,15,6,1,0,0,7.73,0.0,0,1.1400379240115177,0.0,8.0,1.0,0.8571428571428571,1.2149857925879155,1.5357142857142858,2.3488711687097203,1.1668386072836379,1,0.2857142857142857,1.3558210755690732,1.36
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-16,d_353,201203,1,1,2012,0,0,0,0,7.73,1,16,0,1,0,0,7.73,0.0,0,1.1288333603764402,0.0,0.0,0.0,0.8571428571428571,1.2149857925879155,1.5357142857142858,2.3488711687097203,0.8751289554627284,1,0.2857142857142857,1.02619616447199,1.03
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-17,d_354,201203,2,1,2012,0,0,0,0,7.73,0,17,1,1,0,0,7.73,0.0,0,1.1288333603764402,0.0,2.0,0.0,0.5714285714285714,1.1338934190276855,1.5357142857142858,2.3488711687097203,0.6563467165970462,0,0.35714285714285715,1.0105235563062285,1.01
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-18,d_355,201203,3,1,2012,0,0,0,0,6.57,0,18,2,1,0,0,7.73,15.006468305304011,1,0.9594353399318515,0.0,0.0,4.0,0.5714285714285714,1.1338934190276855,1.5357142857142858,2.3488711687097203,0.4922600374477846,0,0.2857142857142857,1.123464072707623,1.12
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-19,d_356,201203,4,1,2012,0,0,0,0,7.73,0,19,3,1,0,0,7.73,0.0,0,1.1288333603764402,0.0,1.0,0.0,0.42857142857142855,1.1338934190276853,1.3571428571428572,2.2642844624702367,0.36919502808583843,0,0.2857142857142857,1.2922512553309549,1.29
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-20,d_357,201203,5,1,2012,0,0,0,0,7.73,0,20,4,1,0,0,7.73,0.0,0,1.1288333603764402,0.0,0.0,0.0,0.42857142857142855,1.1338934190276853,1.3571428571428572,2.2642844624702367,0.2768962710643788,0,0.21428571428571427,1.2643724491654516,1.26
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-21,d_358,201203,6,1,2012,1,0,0,0,7.73,0,21,5,1,0,0,7.73,0.0,0,1.1288333603764402,0.0,3.0,8.0,0.0,0.0,1.25,2.2546248764114476,0.2076722032982841,0,0.21428571428571427,1.2717183132412715,1.27
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-22,d_359,201203,7,1,2012,1,0,0,0,7.73,0,22,6,1,0,0,7.73,0.0,0,1.1288333603764402,4.0,0.0,1.0,0.5714285714285714,1.5118578920369117,1.3571428571428572,2.3128351323011227,1.1557541524737132,0,0.14285714285714285,1.2636017250026579,1.26
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-23,d_360,201204,1,1,2012,0,0,0,0,7.73,0,23,0,1,0,0,7.73,0.0,0,1.137136319058516,1.0,0.0,2.0,0.7142857142857143,1.496026483086194,1.3928571428571428,2.2987804450167784,1.116815614355285,0,0.14285714285714285,0.9833770130693685,0.98
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-24,d_361,201204,2,1,2012,0,0,0,0,7.73,0,24,1,1,0,0,7.73,0.0,0,1.137136319058516,0.0,0.0,0.0,0.7142857142857143,1.496026483086194,1.3928571428571428,2.2987804450167784,0.8376117107664637,0,0.14285714285714285,1.0795687526441016,1.08
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-25,d_362,201204,3,1,2012,0,0,0,0,7.73,0,25,2,1,0,0,7.73,0.0,0,1.137136319058516,0.0,0.0,4.0,0.7142857142857143,1.496026483086194,1.25,2.254624876411448,0.6282087830748477,0,0.14285714285714285,1.0748147671356492,1.07
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-26,d_363,201204,4,1,2012,0,0,0,0,6.57,0,26,3,1,0,0,7.73,15.006468305304011,1,0.966492317750899,0.0,0.0,0.0,0.7142857142857143,1.496026483086194,1.25,2.254624876411448,0.47115658730613574,0,0.14285714285714285,1.123436538530614,1.12
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-27,d_364,201204,5,1,2012,0,0,0,0,7.73,0,27,4,1,0,0,7.73,0.0,0,1.137136319058516,0.0,0.0,1.0,0.7142857142857143,1.496026483086194,1.25,2.254624876411448,0.3533674404796018,0,0.14285714285714285,1.2356878369351103,1.24
FOODS_3_023_CA_1_validation,FOODS_3_023,FOODS_3,FOODS,CA_1,CA,2012-01-28,d_365,201204,6,1,2012,1,0,0,0,7.73,2,28,5,1,0,0,7.73,0.0,0,1.137136319058516,0.0,0.0,0.0,0.7142857142857143,1.496026483086194,0.9642857142857143,1.8354965592579089,0.2650255803597013,1,0.14285714285714285,0.8442240302331241,0.84
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-01,d_338,201252,7,1,2012,1,1,0,0,4.54,0,1,6,1,1,0,4.54,0.0,0,0.6969128432543066,1.0,0.0,0.0,0.5714285714285714,1.1338934190276815,0.8928571428571429,1.8725954599469044,1.005134315774188,0,0.2857142857142857,1.103183533197383,1.1
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-02,d_339,201201,1,1,2012,0,1,0,0,4.54,0,2,0,1,0,0,4.54,0.0,0,0.6552127001580648,0.0,0.0,0.0,0.5714285714285714,1.1338934190276815,0.8928571428571429,1.8725954599469044,0.7538507368306411,0,0.2857142857142857,0.9282571953271044,0.93
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-03,d_340,201201,2,1,2012,0,1,0,0,4.54,0,3,1,1,0,0,4.54,0.0,0,0.6552127001580648,0.0,0.0,0.0,0.5714285714285714,1.1338934190276815,0.8928571428571429,1.8725954599469044,0.5653880526229808,0,0.2857142857142857,0.9169566437487843,0.92
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-04,d_341,201201,3,1,2012,0,1,0,0,4.54,0,4,2,1,0,0,4.54,0.0,0,0.6552127001580648,6.0,0.0,1.0,1.4285714285714286,2.29906813420444,1.1071428571428572,2.096545407450706,1.9240410394672358,0,0.2857142857142857,1.006977042227247,1.01
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-05,d_342,201201,4,1,2012,0,1,0,0,4.54,0,5,3,1,0,0,4.54,0.0,0,0.6552127001580648,3.0,0.0,0.0,1.8571428571428572,2.267786838055363,1.1785714285714286,2.126613921821912,2.1930307796004267,0,0.2857142857142857,0.8414110477987924,0.84
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-06,d_343,201201,5,1,2012,0,1,0,0,3.86,1,6,4,1,0,0,4.54,14.977973568281941,1,0.5570751151123634,0.0,0.0,0.0,1.8571428571428572,2.267786838055363,1.1785714285714286,2.126613921821912,1.64477308470032,1,0.2857142857142857,0.8414110477987924,0.84
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-07,d_344,201201,6,1,2012,1,1,0,0,4.54,0,7,5,1,0,0,4.54,0.0,0,0.6552127001580648,0.0,3.0,0.0,1.4285714285714286,2.29906813420444,1.1785714285714286,2.126613921821912,1.2335798135252398,0,0.35714285714285715,1.1057710549735595,1.11
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-08,d_345,201201,7,1,2012,1,1,0,0,4.54,0,8,6,1,0,0,4.54,0.0,0,0.6552127001580648,0.0,1.0,8.0,1.2857142857142858,2.3603873774083293,1.1785714285714286,2.126613921821912,0.9251848601439299,0,0.2857142857142857,1.1443797327985352,1.14
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-09,d_346,201202,1,1,2012,0,1,0,0,3.86,2,9,0,1,0,0,4.54,14.977973568281941,1,0.5692815506706932,0.0,0.0,4.0,1.2857142857142858,2.3603873774083293,1.1785714285714286,2.126613921821912,0.6938886451079473,1,0.21428571428571427,0.8108350914095092,0.81
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-10,d_347,201202,2,1,2012,0,1,0,0,4.54,3,10,1,1,0,0,4.54,0.0,0,0.6695694922396236,0.0,0.0,0.0,1.2857142857142858,2.3603873774083293,1.1785714285714286,2.126613921821912,0.5204164838309605,1,0.2857142857142857,0.9348294981200146,0.93
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-11,d_348,201202,3,1,2012,0,0,0,0,4.54,3,11,2,1,0,0,4.54,0.0,0,0.6695694922396236,0.0,6.0,0.0,0.42857142857142855,1.133893419027681,1.1428571428571428,2.1380899352993956,0.39031236287322035,1,0.35714285714285715,1.117954907020983,1.12
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-12,d_349,201202,4,1,2012,0,0,0,0,4.54,3,12,3,1,0,0,4.54,0.0,0,0.6695694922396236,0.0,3.0,4.0,0.0,0.0,1.1428571428571428,2.1380899352993956,0.2927342721549152,1,0.35714285714285715,0.8980343999127053,0.9
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-13,d_350,201202,5,1,2012,0,0,0,0,4.54,0,13,4,1,0,0,4.54,0.0,0,0.6695694922396236,1.0,0.0,0.0,0.14285714285714285,0.3779644730092258,1.1785714285714286,2.126613921821912,0.4695507041161865,0,0.35714285714285715,1.0347845430024727,1.03
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-14,d_351,201202,6,1,2012,1,0,0,0,4.54,0,14,5,1,0,0,4.54,0.0,0,0.6695694922396236,0.0,0.0,3.0,0.14285714285714285,0.3779644730092258,1.1785714285714286,2.126613921821912,0.35216302808713984,0,0.35714285714285715,1.240161208884141,1.24
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-15,d_352,201202,7,1,2012,1,0,0,0,4.54,0,15,6,1,0,0,4.54,0.0,0,0.6695694922396236,0.0,0.0,0.0,0.14285714285714285,0.3779644730092258,0.8928571428571429,1.6630914033428883,0.26412227106535485,0,0.35714285714285715,1.1509485067535594,1.15
FOODS_3_025_CA_1_validation,FOODS_3_025,FOODS_3,FOODS,CA_1,CA,2012-01-16,d_353,201203,1,1,2012,0,0,0,0,4.54,3,16,0,1,0,0,4.54,0.0,0,0.6629888041538212,2.0,0.0,0.0,0.42857142857142855,0.7867957924694424,0.8214285714285714,1.5647404572045487,0.6980917032990162,1,0.35714285714285715,0.9673919390304525,0.97
